Card,Floor,Picked,Act,Boss
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
Clothesline,27.0,False,2,False
Twin Strike,27.0,False,2,False
Havoc,27.0,False,2,False
SKIP,27.0,False,2,False
Double Tap,0.0,True,1,False
Berserk,0.0,False,1,False
Exhume,0.0,False,1,False
SKIP,0.0,False,1,False
Clothesline,1.0,True,1,False
Flame Barrier,1.0,False,1,False
Twin Strike,1.0,False,1,False
SKIP,1.0,False,1,False
Wild Strike,2.0,True,1,False
True Grit,2.0,False,1,False
Evolve,2.0,False,1,False
SKIP,2.0,False,1,False
Uppercut,3.0,True,1,False
Inflame,3.0,False,1,False
Entrench,3.0,False,1,False
SKIP,3.0,False,1,False
Shrug It Off,4.0,True,1,False
Heavy Blade,4.0,False,1,False
Disarm,4.0,False,1,False
SKIP,4.0,False,1,False
SKIP,7.0,True,1,False
Rage,7.0,False,1,False
Intimidate,7.0,False,1,False
Reckless Charge,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,8.0,True,1,False
Flex,8.0,False,1,False
Perfected Strike,8.0,False,1,False
Clothesline,8.0,False,1,False
SKIP,8.0,False,1,False
Juggernaut,10.0,True,1,False
Headbutt,10.0,False,1,False
Twin Strike,10.0,False,1,False
SKIP,10.0,False,1,False
Twin Strike,11.0,True,1,False
Dual Wield,11.0,False,1,False
Havoc,11.0,False,1,False
SKIP,11.0,False,1,False
Feel No Pain,1.0,True,1,False
Uppercut,1.0,False,1,False
Flex,1.0,False,1,False
SKIP,1.0,False,1,False
Headbutt,2.0,True,1,False
Sword Boomerang,2.0,False,1,False
Burning Pact,2.0,False,1,False
SKIP,2.0,False,1,False
Sword Boomerang,4.0,True,1,False
Clash,4.0,False,1,False
Disarm,4.0,False,1,False
SKIP,4.0,False,1,False
SKIP,5.0,True,1,False
Flex,5.0,False,1,False
Warcry,5.0,False,1,False
Berserk,5.0,False,1,False
SKIP,5.0,False,1,False
Thunderclap,7.0,True,1,False
Combust,7.0,False,1,False
True Grit,7.0,False,1,False
SKIP,7.0,False,1,False
Disarm,10.0,True,1,False
Evolve,10.0,False,1,False
Ghostly Armor,10.0,False,1,False
SKIP,10.0,False,1,False
Spot Weakness,12.0,True,1,False
Wild Strike,12.0,False,1,False
Hemokinesis,12.0,False,1,False
SKIP,12.0,False,1,False
Thunderclap,14.0,True,1,False
Spot Weakness,14.0,False,1,False
Clash,14.0,False,1,False
SKIP,14.0,False,1,False
Corruption,16.0,True,1,True
Brutality,16.0,False,1,True
Double Tap,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
Flex,18.0,False,2,False
Heavy Blade,18.0,False,2,False
Thunderclap,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,20.0,True,2,False
Wild Strike,20.0,False,2,False
Iron Wave,20.0,False,2,False
Blood for Blood,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,21.0,True,2,False
Perfected Strike,21.0,False,2,False
Flex,21.0,False,2,False
Clothesline,21.0,False,2,False
SKIP,21.0,False,2,False
SKIP,22.0,True,2,False
Entrench,22.0,False,2,False
Flex,22.0,False,2,False
Thunderclap,22.0,False,2,False
SKIP,22.0,False,2,False
SKIP,24.0,True,2,False
Brutality,24.0,False,2,False
Twin Strike,24.0,False,2,False
Second Wind,24.0,False,2,False
SKIP,24.0,False,2,False
SKIP,24.0,True,2,False
Brutality,24.0,False,2,False
Twin Strike,24.0,False,2,False
Second Wind,24.0,False,2,False
SKIP,24.0,False,2,False
SKIP,25.0,True,2,False
Searing Blow,25.0,False,2,False
Sever Soul,25.0,False,2,False
Rampage,25.0,False,2,False
SKIP,25.0,False,2,False
Battle Trance,27.0,True,2,False
Evolve,27.0,False,2,False
Thunderclap,27.0,False,2,False
SKIP,27.0,False,2,False
Sword Boomerang,29.0,True,2,False
Flame Barrier,29.0,False,2,False
Dropkick,29.0,False,2,False
SKIP,29.0,False,2,False
SKIP,30.0,True,2,False
Iron Wave,30.0,False,2,False
Battle Trance,30.0,False,2,False
Clothesline,30.0,False,2,False
SKIP,30.0,False,2,False
SKIP,30.0,True,2,False
Iron Wave,30.0,False,2,False
Battle Trance,30.0,False,2,False
Clothesline,30.0,False,2,False
SKIP,30.0,False,2,False
Impervious,33.0,True,2,True
Juggernaut,33.0,False,2,True
Corruption,33.0,False,2,True
SKIP,33.0,False,2,True
Pommel Strike,35.0,True,3,False
Power Through,35.0,False,3,False
Pummel,35.0,False,3,False
SKIP,35.0,False,3,False
True Grit,38.0,True,3,False
Perfected Strike,38.0,False,3,False
Headbutt,38.0,False,3,False
SKIP,38.0,False,3,False
Dark Embrace,39.0,True,3,False
Ghostly Armor,39.0,False,3,False
Anger,39.0,False,3,False
SKIP,39.0,False,3,False
Inflame,40.0,True,3,False
Searing Blow,40.0,False,3,False
Armaments,40.0,False,3,False
SKIP,40.0,False,3,False
Intimidate,41.0,True,3,False
Feed,41.0,False,3,False
Twin Strike,41.0,False,3,False
SKIP,41.0,False,3,False
SKIP,45.0,True,3,False
Warcry,45.0,False,3,False
Flex,45.0,False,3,False
Hemokinesis,45.0,False,3,False
SKIP,45.0,False,3,False
Second Wind,46.0,True,3,False
Iron Wave,46.0,False,3,False
Warcry,46.0,False,3,False
SKIP,46.0,False,3,False
SKIP,47.0,True,3,False
Inflame,47.0,False,3,False
Headbutt,47.0,False,3,False
Cleave,47.0,False,3,False
SKIP,47.0,False,3,False
True Grit,55.0,True,4,False
Immolate,55.0,False,4,False
Perfected Strike,55.0,False,4,False
SKIP,55.0,False,4,False
Headbutt,1.0,True,1,False
Heavy Blade,1.0,False,1,False
Warcry,1.0,False,1,False
SKIP,1.0,False,1,False
Flex,2.0,True,1,False
Power Through,2.0,False,1,False
Heavy Blade,2.0,False,1,False
SKIP,2.0,False,1,False
Cleave,4.0,True,1,False
Exhume,4.0,False,1,False
Headbutt,4.0,False,1,False
SKIP,4.0,False,1,False
Pommel Strike,5.0,True,1,False
Cleave,5.0,False,1,False
Second Wind,5.0,False,1,False
SKIP,5.0,False,1,False
Anger,7.0,True,1,False
Exhume,7.0,False,1,False
Sentinel,7.0,False,1,False
SKIP,7.0,False,1,False
Berserk,8.0,True,1,False
Thunderclap,8.0,False,1,False
Warcry,8.0,False,1,False
SKIP,8.0,False,1,False
SKIP,10.0,True,1,False
Barricade,10.0,False,1,False
Heavy Blade,10.0,False,1,False
Thunderclap,10.0,False,1,False
SKIP,10.0,False,1,False
SKIP,13.0,True,1,False
Entrench,13.0,False,1,False
Cleave,13.0,False,1,False
Heavy Blade,13.0,False,1,False
SKIP,13.0,False,1,False
Immolate,16.0,True,1,True
Berserk,16.0,False,1,True
Demon Form,16.0,False,1,True
SKIP,16.0,False,1,True
Shrug It Off,18.0,True,2,False
Flex,18.0,False,2,False
Sword Boomerang,18.0,False,2,False
SKIP,18.0,False,2,False
Inflame,22.0,True,2,False
Pommel Strike,22.0,False,2,False
Body Slam,22.0,False,2,False
SKIP,22.0,False,2,False
Body Slam,24.0,True,2,False
Twin Strike,24.0,False,2,False
Shockwave,24.0,False,2,False
SKIP,24.0,False,2,False
Disarm,27.0,True,2,False
Spot Weakness,27.0,False,2,False
Inflame,27.0,False,2,False
SKIP,27.0,False,2,False
Feel No Pain,29.0,True,2,False
Spot Weakness,29.0,False,2,False
Sever Soul,29.0,False,2,False
SKIP,29.0,False,2,False
Dark Embrace,30.0,True,2,False
Thunderclap,30.0,False,2,False
Flex,30.0,False,2,False
SKIP,30.0,False,2,False
Intimidate,31.0,True,2,False
Flex,31.0,False,2,False
Thunderclap,31.0,False,2,False
SKIP,31.0,False,2,False
Inflame,1.0,True,1,False
Clothesline,1.0,False,1,False
Clash,1.0,False,1,False
SKIP,1.0,False,1,False
SKIP,2.0,True,1,False
True Grit,2.0,False,1,False
Clothesline,2.0,False,1,False
Inflame,2.0,False,1,False
SKIP,2.0,False,1,False
Reckless Charge,5.0,True,1,False
Disarm,5.0,False,1,False
Shrug It Off,5.0,False,1,False
SKIP,5.0,False,1,False
Second Wind,7.0,True,1,False
Iron Wave,7.0,False,1,False
Carnage,7.0,False,1,False
SKIP,7.0,False,1,False
Ghostly Armor,10.0,True,1,False
Havoc,10.0,False,1,False
Wild Strike,10.0,False,1,False
SKIP,10.0,False,1,False
Battle Trance,11.0,True,1,False
Sword Boomerang,11.0,False,1,False
Body Slam,11.0,False,1,False
SKIP,11.0,False,1,False
Shrug It Off,14.0,True,1,False
Fire Breathing,14.0,False,1,False
Clash,14.0,False,1,False
SKIP,14.0,False,1,False
Cleave,1.0,True,1,False
Perfected Strike,1.0,False,1,False
Entrench,1.0,False,1,False
SKIP,1.0,False,1,False
Twin Strike,2.0,True,1,False
Thunderclap,2.0,False,1,False
Flex,2.0,False,1,False
SKIP,2.0,False,1,False
Inflame,5.0,True,1,False
Searing Blow,5.0,False,1,False
Clash,5.0,False,1,False
SKIP,5.0,False,1,False
Combust,7.0,True,1,False
Clash,7.0,False,1,False
Wild Strike,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,8.0,True,1,False
Flex,8.0,False,1,False
Heavy Blade,8.0,False,1,False
Disarm,8.0,False,1,False
SKIP,8.0,False,1,False
Demon Form,11.0,True,1,False
Clash,11.0,False,1,False
Cleave,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,14.0,True,1,False
Cleave,14.0,False,1,False
Armaments,14.0,False,1,False
Perfected Strike,14.0,False,1,False
SKIP,14.0,False,1,False
Impervious,16.0,True,1,True
Barricade,16.0,False,1,True
Double Tap,16.0,False,1,True
SKIP,16.0,False,1,True
Heavy Blade,18.0,True,2,False
Headbutt,18.0,False,2,False
Pummel,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,22.0,True,2,False
Warcry,22.0,False,2,False
Perfected Strike,22.0,False,2,False
Infernal Blade,22.0,False,2,False
SKIP,22.0,False,2,False
Uppercut,23.0,True,2,False
Whirlwind,23.0,False,2,False
Infernal Blade,23.0,False,2,False
SKIP,23.0,False,2,False
Sword Boomerang,27.0,True,2,False
Wild Strike,27.0,False,2,False
Flex,27.0,False,2,False
SKIP,27.0,False,2,False
Pommel Strike,28.0,True,2,False
Clash,28.0,False,2,False
Clothesline,28.0,False,2,False
SKIP,28.0,False,2,False
Reaper,30.0,True,2,False
True Grit,30.0,False,2,False
Power Through,30.0,False,2,False
SKIP,30.0,False,2,False
Dark Embrace,31.0,True,2,False
Rupture,31.0,False,2,False
Headbutt,31.0,False,2,False
SKIP,31.0,False,2,False
Impervious,33.0,True,2,True
Bludgeon,33.0,False,2,True
Brutality,33.0,False,2,True
SKIP,33.0,False,2,True
True Grit,35.0,True,3,False
Pommel Strike,35.0,False,3,False
Iron Wave,35.0,False,3,False
SKIP,35.0,False,3,False
Shrug It Off,38.0,True,3,False
Clash,38.0,False,3,False
Iron Wave,38.0,False,3,False
SKIP,38.0,False,3,False
Clothesline,1.0,True,1,False
Iron Wave,1.0,False,1,False
Bloodletting,1.0,False,1,False
SKIP,1.0,False,1,False
Pommel Strike,2.0,True,1,False
Rage,2.0,False,1,False
Iron Wave,2.0,False,1,False
SKIP,2.0,False,1,False
Feed,3.0,True,1,False
Armaments,3.0,False,1,False
Headbutt,3.0,False,1,False
SKIP,3.0,False,1,False
Flame Barrier,5.0,True,1,False
Armaments,5.0,False,1,False
Shrug It Off,5.0,False,1,False
SKIP,5.0,False,1,False
Anger,7.0,True,1,False
Twin Strike,7.0,False,1,False
Carnage,7.0,False,1,False
SKIP,7.0,False,1,False
Shrug It Off,10.0,True,1,False
Carnage,10.0,False,1,False
Flex,10.0,False,1,False
SKIP,10.0,False,1,False
True Grit,12.0,True,1,False
Armaments,12.0,False,1,False
Thunderclap,12.0,False,1,False
SKIP,12.0,False,1,False
Blood for Blood,14.0,True,1,False
Flex,14.0,False,1,False
Heavy Blade,14.0,False,1,False
SKIP,14.0,False,1,False
Corruption,16.0,True,1,True
Impervious,16.0,False,1,True
Offering,16.0,False,1,True
SKIP,16.0,False,1,True
Shrug It Off,18.0,True,2,False
Perfected Strike,18.0,False,2,False
Armaments,18.0,False,2,False
SKIP,18.0,False,2,False
Headbutt,19.0,True,2,False
Dark Embrace,19.0,False,2,False
Thunderclap,19.0,False,2,False
SKIP,19.0,False,2,False
Burning Pact,21.0,True,2,False
Perfected Strike,21.0,False,2,False
Heavy Blade,21.0,False,2,False
SKIP,21.0,False,2,False
SKIP,23.0,True,2,False
Clash,23.0,False,2,False
Rampage,23.0,False,2,False
Dual Wield,23.0,False,2,False
SKIP,23.0,False,2,False
Armaments,1.0,True,1,False
Heavy Blade,1.0,False,1,False
Searing Blow,1.0,False,1,False
SKIP,1.0,False,1,False
Shockwave,2.0,True,1,False
Second Wind,2.0,False,1,False
Sever Soul,2.0,False,1,False
SKIP,2.0,False,1,False
Bloodletting,4.0,True,1,False
Armaments,4.0,False,1,False
Searing Blow,4.0,False,1,False
SKIP,4.0,False,1,False
Immolate,8.0,True,1,False
Iron Wave,8.0,False,1,False
Bloodletting,8.0,False,1,False
SKIP,8.0,False,1,False
SKIP,11.0,True,1,False
Twin Strike,11.0,False,1,False
Shockwave,11.0,False,1,False
Hemokinesis,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,12.0,True,1,False
Infernal Blade,12.0,False,1,False
Metallicize,12.0,False,1,False
Limit Break,12.0,False,1,False
SKIP,12.0,False,1,False
Shrug It Off,14.0,True,1,False
Whirlwind,14.0,False,1,False
True Grit,14.0,False,1,False
SKIP,14.0,False,1,False
Impervious,16.0,True,1,True
Double Tap,16.0,False,1,True
Bludgeon,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
Twin Strike,18.0,False,2,False
Clothesline,18.0,False,2,False
Ghostly Armor,18.0,False,2,False
SKIP,18.0,False,2,False
Pommel Strike,22.0,True,2,False
Second Wind,22.0,False,2,False
Anger,22.0,False,2,False
SKIP,22.0,False,2,False
Warcry,27.0,True,2,False
Cleave,27.0,False,2,False
Searing Blow,27.0,False,2,False
SKIP,27.0,False,2,False
Body Slam,29.0,True,2,False
Dual Wield,29.0,False,2,False
Inflame,29.0,False,2,False
SKIP,29.0,False,2,False
Burning Pact,30.0,True,2,False
Whirlwind,30.0,False,2,False
Shrug It Off,30.0,False,2,False
SKIP,30.0,False,2,False
Pommel Strike,31.0,True,2,False
Uppercut,31.0,False,2,False
Wild Strike,31.0,False,2,False
SKIP,31.0,False,2,False
Cleave,1.0,True,1,False
Wild Strike,1.0,False,1,False
Intimidate,1.0,False,1,False
SKIP,1.0,False,1,False
Rampage,2.0,True,1,False
True Grit,2.0,False,1,False
Rage,2.0,False,1,False
SKIP,2.0,False,1,False
Headbutt,4.0,True,1,False
Sword Boomerang,4.0,False,1,False
Infernal Blade,4.0,False,1,False
SKIP,4.0,False,1,False
Carnage,6.0,True,1,False
Clothesline,6.0,False,1,False
Warcry,6.0,False,1,False
SKIP,6.0,False,1,False
Fire Breathing,7.0,True,1,False
Thunderclap,7.0,False,1,False
Heavy Blade,7.0,False,1,False
SKIP,7.0,False,1,False
Anger,11.0,True,1,False
Headbutt,11.0,False,1,False
Clothesline,11.0,False,1,False
SKIP,11.0,False,1,False
Immolate,12.0,True,1,False
Entrench,12.0,False,1,False
Bloodletting,12.0,False,1,False
SKIP,12.0,False,1,False
Shrug It Off,13.0,True,1,False
Wild Strike,13.0,False,1,False
Clothesline,13.0,False,1,False
SKIP,13.0,False,1,False
Battle Trance,14.0,True,1,False
Combust,14.0,False,1,False
Iron Wave,14.0,False,1,False
SKIP,14.0,False,1,False
Impervious,16.0,True,1,True
Double Tap,16.0,False,1,True
Immolate,16.0,False,1,True
SKIP,16.0,False,1,True
Shockwave,18.0,True,2,False
Feel No Pain,18.0,False,2,False
Rampage,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,19.0,True,2,False
Sword Boomerang,19.0,False,2,False
Clothesline,19.0,False,2,False
Twin Strike,19.0,False,2,False
SKIP,19.0,False,2,False
Bloodletting,21.0,True,2,False
Heavy Blade,21.0,False,2,False
Iron Wave,21.0,False,2,False
SKIP,21.0,False,2,False
Offering,24.0,True,2,False
Clothesline,24.0,False,2,False
Reckless Charge,24.0,False,2,False
SKIP,24.0,False,2,False
Dark Embrace,25.0,True,2,False
Feel No Pain,25.0,False,2,False
Warcry,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
Battle Trance,27.0,False,2,False
Hemokinesis,27.0,False,2,False
Iron Wave,27.0,False,2,False
SKIP,27.0,False,2,False
Anger,1.0,True,1,False
Twin Strike,1.0,False,1,False
Feel No Pain,1.0,False,1,False
SKIP,1.0,False,1,False
Shrug It Off,2.0,True,1,False
Armaments,2.0,False,1,False
Thunderclap,2.0,False,1,False
SKIP,2.0,False,1,False
Thunderclap,3.0,True,1,False
Entrench,3.0,False,1,False
Dual Wield,3.0,False,1,False
SKIP,3.0,False,1,False
Impervious,7.0,True,1,False
True Grit,7.0,False,1,False
Perfected Strike,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,8.0,True,1,False
Flex,8.0,False,1,False
Anger,8.0,False,1,False
Perfected Strike,8.0,False,1,False
SKIP,8.0,False,1,False
Reckless Charge,11.0,True,1,False
Clash,11.0,False,1,False
Intimidate,11.0,False,1,False
SKIP,11.0,False,1,False
Headbutt,13.0,True,1,False
Havoc,13.0,False,1,False
Anger,13.0,False,1,False
SKIP,13.0,False,1,False
Corruption,14.0,True,1,False
Clothesline,14.0,False,1,False
Perfected Strike,14.0,False,1,False
SKIP,14.0,False,1,False
Fire Breathing,1.0,True,1,False
Sword Boomerang,1.0,False,1,False
Flex,1.0,False,1,False
SKIP,1.0,False,1,False
Hemokinesis,2.0,True,1,False
Thunderclap,2.0,False,1,False
Armaments,2.0,False,1,False
SKIP,2.0,False,1,False
Pommel Strike,4.0,True,1,False
Second Wind,4.0,False,1,False
Shockwave,4.0,False,1,False
SKIP,4.0,False,1,False
Headbutt,7.0,True,1,False
Carnage,7.0,False,1,False
Body Slam,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,11.0,True,1,False
Pommel Strike,11.0,False,1,False
Headbutt,11.0,False,1,False
Cleave,11.0,False,1,False
SKIP,11.0,False,1,False
Combust,12.0,True,1,False
Body Slam,12.0,False,1,False
Perfected Strike,12.0,False,1,False
SKIP,12.0,False,1,False
Reaper,14.0,True,1,False
Pummel,14.0,False,1,False
Body Slam,14.0,False,1,False
SKIP,14.0,False,1,False
Searing Blow,1.0,True,1,False
Twin Strike,1.0,False,1,False
Bloodletting,1.0,False,1,False
SKIP,1.0,False,1,False
Flame Barrier,2.0,True,1,False
Perfected Strike,2.0,False,1,False
Infernal Blade,2.0,False,1,False
SKIP,2.0,False,1,False
Battle Trance,3.0,True,1,False
Havoc,3.0,False,1,False
Pommel Strike,3.0,False,1,False
SKIP,3.0,False,1,False
Combust,5.0,True,1,False
Cleave,5.0,False,1,False
Flex,5.0,False,1,False
SKIP,5.0,False,1,False
Bloodletting,7.0,True,1,False
Pummel,7.0,False,1,False
Rampage,7.0,False,1,False
SKIP,7.0,False,1,False
Seeing Red,11.0,True,1,False
Spot Weakness,11.0,False,1,False
Sword Boomerang,11.0,False,1,False
SKIP,11.0,False,1,False
Feel No Pain,12.0,True,1,False
Thunderclap,12.0,False,1,False
Power Through,12.0,False,1,False
SKIP,12.0,False,1,False
SKIP,14.0,True,1,False
Cleave,14.0,False,1,False
Twin Strike,14.0,False,1,False
Clothesline,14.0,False,1,False
SKIP,14.0,False,1,False
Headbutt,1.0,True,1,False
Sword Boomerang,1.0,False,1,False
Havoc,1.0,False,1,False
SKIP,1.0,False,1,False
SKIP,2.0,True,1,False
Warcry,2.0,False,1,False
Dropkick,2.0,False,1,False
Body Slam,2.0,False,1,False
SKIP,2.0,False,1,False
Power Through,3.0,True,1,False
Body Slam,3.0,False,1,False
Clash,3.0,False,1,False
SKIP,3.0,False,1,False
Armaments,5.0,True,1,False
Clash,5.0,False,1,False
Iron Wave,5.0,False,1,False
SKIP,5.0,False,1,False
Shockwave,7.0,True,1,False
Evolve,7.0,False,1,False
Heavy Blade,7.0,False,1,False
SKIP,7.0,False,1,False
Inflame,1.0,True,1,False
Combust,1.0,False,1,False
Metallicize,1.0,False,1,False
SKIP,1.0,False,1,False
Clothesline,2.0,True,1,False
Seeing Red,2.0,False,1,False
Iron Wave,2.0,False,1,False
SKIP,2.0,False,1,False
Shockwave,3.0,True,1,False
True Grit,3.0,False,1,False
Havoc,3.0,False,1,False
SKIP,3.0,False,1,False
Whirlwind,6.0,True,1,False
Cleave,6.0,False,1,False
Shockwave,6.0,False,1,False
SKIP,6.0,False,1,False
Bloodletting,8.0,True,1,False
Second Wind,8.0,False,1,False
Clothesline,8.0,False,1,False
SKIP,8.0,False,1,False
Immolate,11.0,True,1,False
Armaments,11.0,False,1,False
Entrench,11.0,False,1,False
SKIP,11.0,False,1,False
Pommel Strike,12.0,True,1,False
Hemokinesis,12.0,False,1,False
Clash,12.0,False,1,False
SKIP,12.0,False,1,False
SKIP,14.0,True,1,False
Blood for Blood,14.0,False,1,False
Sword Boomerang,14.0,False,1,False
Clash,14.0,False,1,False
SKIP,14.0,False,1,False
SKIP,14.0,True,1,False
Blood for Blood,14.0,False,1,False
Sword Boomerang,14.0,False,1,False
Clash,14.0,False,1,False
SKIP,14.0,False,1,False
Corruption,16.0,True,1,True
Brutality,16.0,False,1,True
Exhume,16.0,False,1,True
SKIP,16.0,False,1,True
Armaments,18.0,True,2,False
Twin Strike,18.0,False,2,False
Rampage,18.0,False,2,False
SKIP,18.0,False,2,False
Disarm,20.0,True,2,False
Spot Weakness,20.0,False,2,False
Clash,20.0,False,2,False
True Grit,20.0,False,2,False
Sword Boomerang,20.0,False,2,False
Clothesline,20.0,False,2,False
Cleave,20.0,False,2,False
Hemokinesis,20.0,False,2,False
Warcry,20.0,False,2,False
Shockwave,20.0,False,2,False
Flex,20.0,False,2,False
Havoc,20.0,False,2,False
Thunderclap,20.0,False,2,False
Infernal Blade,20.0,False,2,False
Armaments,20.0,False,2,False
Anger,20.0,False,2,False
Perfected Strike,20.0,False,2,False
Whirlwind,20.0,False,2,False
Blood for Blood,20.0,False,2,False
Body Slam,20.0,False,2,False
SKIP,20.0,False,2,False
Pommel Strike,21.0,True,2,False
Sword Boomerang,21.0,False,2,False
Twin Strike,21.0,False,2,False
SKIP,21.0,False,2,False
Pommel Strike,22.0,True,2,False
Pummel,22.0,False,2,False
Reckless Charge,22.0,False,2,False
SKIP,22.0,False,2,False
Second Wind,23.0,True,2,False
Havoc,23.0,False,2,False
Exhume,23.0,False,2,False
SKIP,23.0,False,2,False
Demon Form,25.0,True,2,False
Warcry,25.0,False,2,False
Cleave,25.0,False,2,False
SKIP,25.0,False,2,False
Bloodletting,27.0,True,2,False
Thunderclap,27.0,False,2,False
Clothesline,27.0,False,2,False
SKIP,27.0,False,2,False
Fiend Fire,30.0,True,2,False
Inflame,30.0,False,2,False
True Grit,30.0,False,2,False
SKIP,30.0,False,2,False
SKIP,31.0,True,2,False
Twin Strike,31.0,False,2,False
Disarm,31.0,False,2,False
Perfected Strike,31.0,False,2,False
SKIP,31.0,False,2,False
HandOfGreed,0.0,True,1,False
The Bomb,0.0,False,1,False
Secret Technique,0.0,False,1,False
SKIP,0.0,False,1,False
Hemokinesis,1.0,True,1,False
Body Slam,1.0,False,1,False
Armaments,1.0,False,1,False
SKIP,1.0,False,1,False
SKIP,2.0,True,1,False
Bloodletting,2.0,False,1,False
Iron Wave,2.0,False,1,False
Infernal Blade,2.0,False,1,False
SKIP,2.0,False,1,False
Shrug It Off,4.0,True,1,False
Body Slam,4.0,False,1,False
Hemokinesis,4.0,False,1,False
SKIP,4.0,False,1,False
SKIP,7.0,True,1,False
Spot Weakness,7.0,False,1,False
Sever Soul,7.0,False,1,False
Inflame,7.0,False,1,False
SKIP,7.0,False,1,False
Twin Strike,10.0,True,1,False
Sentinel,10.0,False,1,False
Perfected Strike,10.0,False,1,False
SKIP,10.0,False,1,False
Demon Form,12.0,True,1,False
True Grit,12.0,False,1,False
Carnage,12.0,False,1,False
SKIP,12.0,False,1,False
Anger,13.0,True,1,False
Armaments,13.0,False,1,False
Perfected Strike,13.0,False,1,False
SKIP,13.0,False,1,False
SKIP,14.0,True,1,False
Headbutt,14.0,False,1,False
Uppercut,14.0,False,1,False
Sword Boomerang,14.0,False,1,False
SKIP,14.0,False,1,False
Offering,16.0,True,1,True
Immolate,16.0,False,1,True
Barricade,16.0,False,1,True
SKIP,16.0,False,1,True
Metallicize,18.0,True,2,False
Iron Wave,18.0,False,2,False
Heavy Blade,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,21.0,True,2,False
Havoc,21.0,False,2,False
Heavy Blade,21.0,False,2,False
Infernal Blade,21.0,False,2,False
SKIP,21.0,False,2,False
SKIP,22.0,True,2,False
Second Wind,22.0,False,2,False
Combust,22.0,False,2,False
Sword Boomerang,22.0,False,2,False
SKIP,22.0,False,2,False
SKIP,24.0,True,2,False
Carnage,24.0,False,2,False
Bloodletting,24.0,False,2,False
Demon Form,24.0,False,2,False
SKIP,24.0,False,2,False
Corruption,28.0,True,2,False
Havoc,28.0,False,2,False
Flex,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,30.0,True,2,False
Carnage,30.0,False,2,False
Sword Boomerang,30.0,False,2,False
Clash,30.0,False,2,False
SKIP,30.0,False,2,False
SKIP,31.0,True,2,False
True Grit,31.0,False,2,False
Body Slam,31.0,False,2,False
Wild Strike,31.0,False,2,False
SKIP,31.0,False,2,False
Reaper,33.0,True,2,True
Barricade,33.0,False,2,True
Berserk,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
Dropkick,35.0,False,3,False
Body Slam,35.0,False,3,False
Heavy Blade,35.0,False,3,False
SKIP,35.0,False,3,False
Sentinel,38.0,True,3,False
Armaments,38.0,False,3,False
Entrench,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Pummel,39.0,False,3,False
Power Through,39.0,False,3,False
Heavy Blade,39.0,False,3,False
SKIP,39.0,False,3,False
SKIP,40.0,True,3,False
Havoc,40.0,False,3,False
Clash,40.0,False,3,False
Headbutt,40.0,False,3,False
SKIP,40.0,False,3,False
SKIP,41.0,True,3,False
Perfected Strike,41.0,False,3,False
Entrench,41.0,False,3,False
Armaments,41.0,False,3,False
SKIP,41.0,False,3,False
SKIP,41.0,True,3,False
Perfected Strike,41.0,False,3,False
Entrench,41.0,False,3,False
Armaments,41.0,False,3,False
SKIP,41.0,False,3,False
Disarm,42.0,True,3,False
Wild Strike,42.0,False,3,False
Feed,42.0,False,3,False
SKIP,42.0,False,3,False
Dark Embrace,44.0,True,3,False
Rupture,44.0,False,3,False
Evolve,44.0,False,3,False
SKIP,44.0,False,3,False
SKIP,46.0,True,3,False
Pommel Strike,46.0,False,3,False
Dropkick,46.0,False,3,False
Cleave,46.0,False,3,False
SKIP,46.0,False,3,False
Pommel Strike,46.0,True,3,False
Dropkick,46.0,False,3,False
Cleave,46.0,False,3,False
SKIP,46.0,False,3,False
Dark Embrace,47.0,True,3,False
Iron Wave,47.0,False,3,False
Pommel Strike,47.0,False,3,False
SKIP,47.0,False,3,False
SKIP,55.0,True,4,False
Cleave,55.0,False,4,False
Flex,55.0,False,4,False
Immolate,55.0,False,4,False
SKIP,55.0,False,4,False
Reckless Charge,1.0,True,1,False
Warcry,1.0,False,1,False
Body Slam,1.0,False,1,False
SKIP,1.0,False,1,False
Carnage,4.0,True,1,False
Body Slam,4.0,False,1,False
Cleave,4.0,False,1,False
SKIP,4.0,False,1,False
Ghostly Armor,5.0,True,1,False
Rupture,5.0,False,1,False
Warcry,5.0,False,1,False
